sentimen,Tweet,sentimen-text,Target
 2,lebih baik kurang kawan daripada ramai kawan sebab takut mereka cakap belakang pasal kau dan tikam kau ,Negative,Negative
 2,ketika orang lain menilai mereka menilai apa yang mereka lihat dan pikirkan ketika mereka berpikir diriku buruk maka burukl ,Negative,Negative
 2,jujur sebenarnya kita tak boleh nak kata satu kejadian berlaku tu adalah bala kejadian yang berlaku di indo baru ni barangk ,Negative,Negative
 2,betul lah orang kata bila kita terlalu rapat satu hari kita akan renggang yang sangat renggang and now i believe thos ,Negative,Negative
 2,nyimak korban palu lagi cerita kondisi pas terjadi bencanaaat itu tidak ada pemerintah daerah yg hadir nggak ada satu ,Negative,Negative
 2,jadi student ni kena pandai bawa diri kena ingat tak semua kawan akan sentiasa ada dengan kita kalau tak boleh independe ,Negative,Negative
 2,dari mereka yg dulu sempat kemakan fitnah soal fpi ,Negative,Negative
 2,hati2 dgn rezim otoriter orde baru yg berupaya bangkit dari kuburnya dgn menebar isu pki dsb jangan buang waktu deba ,Negative,Negative
 2,tapi jujur nder omongan kamu bikin saya sakit hati loh saya sama army yang lain ngevote sana sini sampe bts ,Negative,Negative
 1,drama allahwt sungguh luar biasa dia buka bobroknya rezim ini satu per satu dengan menun ,Positive,Negative
 2,jangan memaksa kamu bukan siapa siapa ,Negative,Negative
 1,meski kanker paru stadium 4b saya tetap berusaha melayani media dan masyarakat dengan baik untuk rekan penyintas kanker j ,Positive,Positive
 1,setiap orang memerlukan dorongan dan pujian untuk tumbuh jangan cepat mencela ingat kamu dapat mengkritik tanpa harus mencela ,Positive,Negative
 2,thank youeptember what i learn from you biar la orang buat jahat dengan kita amp kita terima je la manusia dengki ni ada ,Negative,Negative
 2,support brother kita ni walaupun tutup muka tapi apa yang dia katakan betulpread this sampai dato alif delete mv bodoh ,Negative,Negative
 2,saat suatu hubungan berakhir bkn berarti 2 org berhenti saling mencintai mereka hny berhenti saling menyakiti ,Negative,Negative
 2,jangan iri atas keberhasilan oranglain karena kamu tidak mengetahui apa yang telah ia korbankan untuk mencapai keberhasilannya itu ,Negative,Negative
 1,bisa membuat rakyat gembira meski tanpa diberi hadiah sembako atau sepeda dah cukup lah itu ,Positive,Positive
 2,dan janganlah kamu mengusir orang orang yang menyeru tuhannya di pagi dan petang hari sedang mereka menghendaki keridh ,Negative,Negative
 2,kita dah buat yang terbaik tapi masih tetap rasa kecewa ,Negative,Negative
 1,kebahagiaan hanya akan menjadi nyata saat kita berbagi jalanjalanin,Positive,Positive
 2,dri pada kamu tuh rinso meong,Negative,Negative
 2,tidakemua mimpi dan harapan akan terwujud sesuai dengan keinginan kita orochimaru naruto,Negative,Positive
 1,sehebatepaduekuat macam mana pun hubungan persahabatan kitaatu je aku mintak jangan kacau time aku nkolat ,Positive,Negative
 1,kenapa orang ingat ex tinggal kita sebab rupa eh tak semestinya lol ,Positive,Negative
 2,kebanyakan manusia akan sentiasa nampak 1 kesilapan yang kita lakukan walaupun mungkin kita telah buat 1000 kebaikan ,Negative,Positive
 2,jika benar dianiaya artinya mereka sudah mulai https ,Negative,Negative
 2,dari awal kan sudah jelas kalau hanya sekelas tukang mebel tidak akan mampu mengurus negaraebesar indonesia kita but ,Negative,Negative
 1,coba dong kalimat sabar ya kalau jodoh gak ke mana diganti dengan relain aja nanti juga kamu paham alasannyaeenggak ,Positive,Negative
 1,ada orang rindu kita ,Positive,Positive
 1,yeeeaaaayyyy wargaurabaya kudu ikut bangga ketika bu risma akhirnya meraih 2018 un habitatcroll of honour aw ,Positive,Positive
 2,setinggi apapun lulusan universitasmu setinggi apapun kecerdasanmu bila berada dikubu sebelah jgn harap kalian bisa ce ,Negative,Positive
 2,ngangkang nih aku siap ditusuk kamu ,Negative,Negative
 2,pengamal seks tanpa kawin kalau betul anggap perbuatan itu baik mesti dia suka bila anak dara dia diusung lelaki bel ,Negative,Positive
 1,emak emak di bali yg bergabung ke dlm pun ingin 2019gantipresiden yes yes yes yuk mak kita dukung ,Positive,Negative
 2,mungkin mereka lelah ,Negative,Negative
 1,bantulah saudara2 kami tuhan selamatkan mereka semua jauhkan saudara2 kami dr segala cobaan dan marabahay 2019tetapjokowi,Positive,Negative
 1,pancasila mengajarkan kita bagaimana gotong royong bekerja sama toleransi dan menjadi indonesia ditengah kedukaan menda ,Positive,Positive
 2,astagfirullah nakal kamu y,Negative,Negative
 1,dear team fpi dari rakyat indonesia mengucapkan terima kasih yg tak terhingga atas pengorbanan waktu tenaga demi membantu ,Positive,Positive
 2,jangan iri kamu punya pacar sendiri,Negative,Positive
 1,semoga swt menjadikan kita orang yang memiliki ilmu dan tak pernah lelah untuk mencari ilmu ,Positive,Positive
 1,omg kamu harus melihat ini bigolive gt tipis guys ,Positive,Negative
 2,tak kunjungi korban gempa nanti malah merepotkan tim gabungan tni polisi amp basarnas perl ,Negative,Negative
 2,waduh kebangetan sama emak2,Negative,Negative
 1,abis pelukan kamu hangat siiih,Positive,Positive
 2,kita bertanya bang cepat tanggap kasus lain tp tuli dan lamban manakala peristiwa menyangkut lapindo ,Negative,Negative
 2,katanya pemain inti dihukum 5x tanpa main lalu supporternya ko cuma setengah musim mereka kan pembunuh jangan ditutupin,Negative,Negative
 2,hanya rindu ok fiks aku rindu saat dimana kita kumpul bareng baek bareng bandel bareng apalagi sama ade kelas ,Negative,Positive
 2,kamu ganteng ih tapi nyebelin ah gt lt ,Negative,Negative
 1,polpolan polingpolingcantik todei motif batik yg kamu suka ,Positive,Positive
 1,asik yaa twitteran terus nengok ngeliatin doang belajar caa lha kamu belajar ga engga hahahaha yeu pen gua tebas rasanya ,Positive,Positive
 2,alamak nih peritt wehhh lagi perit dari dia blurr kan gambar kitaaa ,Negative,Negative
 2,kita putus ya kamu terlalu baik buat aku oh iya tentuuuu aku emang baik aku emang ga pantas sama kamu yang bajingan ,Negative,Negative
 2,jadi intinya kalau kamu jatuh cinta ya harus siap untuk patah hati karena orang yg kamu percayai untuk menjaga hatimu baik ,Negative,Positive
 1,hug kita hahaha charrrrrrr,Positive,Negative
 1,kita harus mendukung batik sebagai salah satu industri kreatif yang dapat menggerakkan ekonomi nasional ,Positive,Positive
 1,patut dicoba btw rambut temen kamu mau jadi halus dan lembut ,Positive,Positive
 2,lebih baik ditinggalkan ketimbang meninggalkan karena hanya mereka yang ditinggalkan yang punya energi berlipat lip ,Negative,Negative
 1,beranilah keluar dari zona nyaman beranilah melakukan apapun yang tidak kamu sukai asalkan itu untuk kebaikan k ,Positive,Positive
 1,hahahaha pun bolehh kang suami takda bgthuu kalau free kita keluarr,Positive,Negative
 1,pergilah ke panti asuhan agar tau nikmatnya msh punya org tua yg menyayangi mari sayangi org tua kita ,Positive,Positive
 1,perangai mana2 cina memang begini maka jadikan peringatan kos anak cucu kita pesan2 baik bhw berbaik sesama manusia krn ,Positive,Negative
 2,sulit tuk ucapkan selamat tinggal pada dia yg kamu cinta tapi lebih sulit lagi ketika kenangan bersamanya tak hilang begitu saja nreal,Negative,Negative
 1,apabila suatu hari nanti terjadi hal hal di luar ingin kita aku ingin kamu percaya bahwa untukmu aku akan selalu ada m ,Positive,Positive
 1,selamat pagi menjelang siang taukah kamu kalau semakin hari aku semakin sayang ,Positive,Positive
 1,persoalannya kita ni bile nk berjodoh ni ,Positive,Negative
 2,ini perlu kita tag gak orangnyai jijiq itu,Negative,Negative
 1,ini bukan persaingan politik ini soal rakyat prestasi bapak juga adalah prestasi pemerintahan jokowi jk secara umum ,Positive,Positive
 1,jatuh cinta itu dek tentang pantas atau tidak pantas tentang siap atau tidak siap tentang berjuang atau tidak berjuang ja ,Positive,Negative
 2,si goblok udah tau sakit tetep ditungguin tetep diliatin kurang tolol apa kamu nak ,Negative,Negative
 1,tapi kalo kata emak gua asal kamu bahagia dan tetap di jalan tuhan sama siapa aja mami restuin darip ,Positive,Positive
 1,orang yg sukses adalah mereka yg mempersiapkan masa mudanya dengan sebuah perjuangan ,Positive,Positive
 2,kadang kita mudah dendam tapi sulit untuk membalasnya jadi daripada membuang waktu menyimpan yang tak seharusnya lebih b ,Negative,Negative
 1,rebutlah peluang untuk beribadah tanpa mengira waktu dan usia sebab kita tak tau bila tiba giliran kita untuk bawa amalan ki ,Positive,Negative
 1,pasokan bbm untuk provinsiulawesi tengah sudah jalanemoga cepat dan selamat sampai di tujuan agar saudara2 kita diula ,Positive,Positive
 2,masyaallah satu kampung pula sama aceh macam mana ini wak tak pernah ceritanya kamu itu ,Negative,Negative
 2,ngga selamanya orang lain akan menerima atau membalas kebaikan kita cukup tauin aja jangan dibikin kecewa karena itu wa ,Negative,Negative
 2,banyak orang yang kesulitan meraih kesuksesan hal ini terjadi bukan karena mereka tidak memiliki pengetahuan namun gagal memaham ,Negative,Negative
 1,paling suka kalau udah ngusung konsep latin gak tau kenapa suara mereka cocok ,Positive,Positive
 1,jangan diam saja mari kita kawal untuk melawan ketidak adilan ini lawankemustahilan semoga ada tindakan cepat da ,Positive,Negative
 1,nabi isa disebut ruhul kudus ruh suci ataujiwa yg suciudah bersihkah jiwa hati kita kalau ,Positive,Negative
 2,induk dari semua masalah adalah rasa dimana kamu merasa sangat tertekan karna membebani seseorang yang telah melahi ,Negative,Negative
 1,harta momy amp papa berbuat baiklah kepada anak amp didiklah mereka sebaiknya kerana mereka amanah allah yg paling ,Positive,Negative
 2,mungkin dengan diam kita lebih faham erti kehilangan tanpa pernah ditinggalkan ,Negative,Negative
 2,sebagai jomblo sejati mungkin kita cuma bisa mencintai dengan tulus dan tak pernah ada respon ,Negative,Positive
 1,selamat ya kamu mutual aku ,Positive,Positive
 2,jika kehilangan tak mampu memberi pelajaran mungkin tuhan punya rencana lain untukmu atau memang kamu terlalu bebal ,Negative,Negative
 1,setakat ini yang betul betul dan bersungguhungguh buat kerja aku tengok ialah engkau ada masalah apa ,Positive,Negative
 2,tombol block itu hanya akan memperpanjang drama tombol mute adalah solusi agar timeline bersih dari konten orang2 yg gak ,Negative,Negative
 2,aruna besok coba mie pontianak yuk lho kamu kan muslim kok makan makanan ga halal sih iya ga pake jilbab lagi g ,Negative,Negative
 2,taknak salahkan parents sebab parents pun mungkin ada struggle yang kita tak tahu tapi nak highlight kat sini yang kanak2 ,Negative,Negative
 2,hendaklah mereka mereka yg memandang bahwa menikah itu pintu rezeki memikirkan ulang pandangannya ituebab banyak sekali ,Negative,Negative
 1,lakukan yang terbaik dalam segala hal karna mengeluh itu gak akan menghasilkan apa apa kerjakan bagian kita dan b ,Positive,Negative
 1,hahahahaha at least kita tau mana daun kari ,Positive,Positive
 2,gak semua org berpikiran sama dg kamu sayangku tapi kalo kamu mikir gitu ya alhamdulilah karna sejat ,Negative,Positive
 1,astaghfirullah semoga allah melindungi saudara saudara kita disana dan semoga tidak ada korban jiwa,Positive,Positive
 1,semoga dosa mereka diampuni ,Positive,Negative
 2,mengerikan sekali ribuan orang terpendam dibawah tanah sedalam 20 meter kita doakan semoga tuhan memberikan keajaiban dan m ,Negative,Negative
 1,mari jaga bumi bersama sama dengan bertanggung jawab terhadap sampah yang kita hasilkan serta menggunakan produk da ,Positive,Negative
 1,walau seteruk amp tersasar mana pon kita tetaplah jaga solat 5 waktu kerana solat merupakan komunikasi kita dengan pencipta ,Positive,Positive
 1,kebijaksanaan adalah kemampuan untuk menggambarkan orang lain sebagaimana mereka melihat diri mereka sendiri,Positive,Positive
 2,bagaimana kalau kita balikan ke mantan yang pernah sakiti kita gak ada yg salah dengan balikan sama mantan perb ,Negative,Negative
 2,sampai sini sajalah persahabatan kita ada kesalahan kita boleh tegur dan maafkan ada pula yang melampaui nilai keman ,Negative,Negative
 2,ribet kalo punya pacar followersnya syg aku kangen kamu kangen apa sange hah kata guru aku kalo kan ,Negative,Negative
 2,mereka sibuk menyebarkan informasi bahwa di fitnah sebagai penculik padahal prabowo nya sendiri mengakui bahwa ,Negative,Negative
 2,mengapa takut pada lara sementara semua rasa bisa kita cipta ,Negative,Positive
 2,situasinya sudah tidak normal lagi menjadi kriminal kalau seperti ini mencegah dan tidak kondusif coba mereka ,Negative,Negative
 1,jangan mudah terpesona oleh rupa yang indah karena hati yang indah lebih menuntun kita pada kebahagiaan,Positive,Positive
 2,iya njir ga ngerti lagi sama mereka ,Negative,Negative
 1,untukmu yang bukan siapa siapaku banyak harap yang aku semogakan agar aku dan kamu menjadi masa depan cielah receh bet dahh ,Positive,Negative
 2,jika hidup ini mudah kamu tak akan mikir tiap malam berusaha mencari tahu mengapa kamu masih jomblo hingga saat ini ,Negative,Positive
 1,hidup itu seperti kopi akan enak diminum jika kamu tau bagaimana cara menikmatinya ,Positive,Positive
 1,selamat hari batik nasional identitas kita kebanggaan kita budaya kita yuk lebih sering kenakan batik sebagai ,Positive,Positive
 2,muslim malaysia jangan sombong atau merasa suci kerana tiada tsunami barangkali kita sedang di uji dengan nikmat istidraj ,Negative,Positive
 2,lah situ ditegor polisi malah bilang abis ngiris singkonguami kamu pembunuh ,Negative,Negative
 2,belakangan berceceran bukti2 ttg fpi jiwa merah putih mereka kecintaan nkri mereka gerakan kemanusiaan mereka kelem ,Negative,Positive
 2,apakah erti kebebasan kita bebas sekiranya tidak meminta sesuatu tidak mengharapkan sesuatu dan tidak bergantung pada ,Negative,Negative
 2,aneh jika kader golkar sejati memihak jokowi anti prabowoama saja kader golkar itu durhaka sama orang tua krna tergoda ,Negative,Negative
 2,ada banyak sebab kenapa allah tarik dia dalam hidup kita mungkin kita belum cukup kuat untuk mengharungi macam2 dugaan yan ,Negative,Negative
 2,masih bersama dingin dan secangkir kenangan serta kerinduan tentang kamu sayang ,Negative,Positive
 2,untuk apa masih berpegangan bila hanya mendung hitam yang datang dan jerit tangis yang berjatuhan pelukanpun tak lagi me ,Negative,Negative
 1,aku mendapatkan hikmah bahwa menjd sales bukanlah sesuatu yang mudah jika kita ingin mencetak hasil yang memuaskan,Positive,Positive
 1,share dong kamu kalo beli belanja on line yang paling membuat mu nyaman dan yakin apa ya testimoni kah jumlah fo ,Positive,Positive
 2,penat betul jaga hati orang ni dah lah taknak hargai tak peduli pulak tu kita sakit ke sedih ke ,Negative,Negative
 2,doktrin macam apa yg masuk ke otak merekaungguh mabuk agama lebih bahaya dari pada mabuk apapun kalo baca yg kaya g ,Negative,Negative
 1,kita yang men drive kemauan kita,Positive,Positive
 2,penjarahan apapun tidak boleh ditoleransi toleransi pd perilaku penjarahan akan berakibat chaos yang merugikan banyak p ,Negative,Negative
 2,tidak membalas line chat lebih dari 5 menit keyboard handphone seorang pemuda berubah tema jadi wajahnya sendiri ,Negative,Negative
 2,resiko mencintaimu tidak ada jaminan kamu mencintaiku juga ,Negative,Negative
 2,mak mana kamu tahu isu isu semasa ni me ,Negative,Negative
 2,kok kamu gakeneng ,Negative,Negative
 2,ngga selamanya orang lain akan menerima atau membalas kebaikan kita cukup tauin aja jangan dibikin kecewa karena itu wa ,Negative,Negative
 1,pancing petani prihasto juga melihat program tersebut juga ternyata membawa dampak positif kepada petanialah ,Positive,Positive
 2,pas hbs baca aku langsung mikir msh ada yg lbh goblok dari gue lol,Negative,Negative
 1,halo frinz bcs malem ini aku berhasil dibikin terkedjoed dan nanges kejer gegara oknum aku mau giveaway p ,Positive,Negative
 1,10tahun terima kasih kerana banyak mengajar aku banyak benda dan erti dalam hidup terima kasih untuk dunia yang indah terima ,Positive,Positive
 1,allah ta ala berfirman aku sesuai persangkaan hamba ku aku bersamanya ketika ia mengingat kuaya mmilih brprasangk ,Positive,Positive
 1,twitter please do your magic namanya pak edy sy mau mengajak kalian untuk membantu pak edy melawan penyakit gak mau ,Positive,Negative
 2,tak berapa nak scam la just plain naivety user id dgn password dh kena phished tu nmpak sedikit reckless org tu call m ,Negative,Negative
 2,ehh tak faham la spesis macam kau ni pung pang pung pang cakap kena sound dengan big boss pasal kerja aku pastu ,Negative,Negative
 2,innalillah biadab dan sangat tidak prikemanusiaan ,Negative,Negative
 2,rlt abis liat foto ayah kok jd keliatan tambah tua trs kepikiran anaknya maksiat trs kok jahat bngt ya udah diurus dr k ,Negative,Negative
 1,ab ayoo yangeneng exo kambek dan avanyapeedometer mutualan kuy autofollback yaa dn ku ada exo kambek woy ,Positive,Negative
